CustomerID,Recency,Frequency,Monetary,Coupon_Ratio,Tenure_Months,Coupon_Segment,Tenure_Segment
13538,45,1,35.57,0.0,32.0,Loyal,Long-term
13539,13,8,1250.05,0.36363636363636365,24.0,Loyal,Mid-term
13551,77,3,1065.19,0.25,46.0,Loyal,Long-term
13552,45,3,335.97,0.25,50.0,Loyal,Long-term
13564,174,40,8097.389999999999,0.3048780487804878,26.0,Loyal,Long-term
13565,143,8,1035.58,0.23076923076923078,8.0,Loyal,Short-term
13569,286,10,1963.09,0.4166666666666667,14.0,Loyal,Mid-term
13576,18,15,2194.21,0.3235294117647059,23.0,Loyal,Mid-term
13579,305,5,540.04,0.2222222222222222,49.0,Loyal,Long-term
13581,13,5,973.57,0.1,47.0,Loyal,Long-term
13584,3,16,3020.84,0.375,35.0,Loyal,Long-term
13593,147,12,2714.11,0.358974358974359,28.0,Loyal,Long-term
13599,119,17,1912.52,0.3,46.0,Loyal,Long-term
13600,30,13,2904.2200000000003,0.05263157894736842,13.0,Loyal,Mid-term
13606,26,3,381.87,0.0,28.0,Loyal,Long-term
13611,212,4,1193.79,0.3333333333333333,5.0,Loyal,New
13614,126,6,624.25,0.4444444444444444,20.0,Loyal,Mid-term
13615,35,12,2077.94,0.2916666666666667,11.0,Loyal,Short-term
13627,190,14,2001.2,0.15,49.0,Loyal,Long-term
13629,22,5,1140.5,0.125,22.0,Loyal,Mid-term
13634,117,9,1302.55,0.23684210526315788,21.0,Loyal,Mid-term
13649,269,6,723.08,0.06666666666666667,34.0,Loyal,Long-term
13652,303,5,518.8,0.3888888888888889,35.0,Loyal,Long-term
13656,154,9,2206.58,0.3225806451612903,44.0,Loyal,Long-term
13659,86,32,4578.44,0.24193548387096775,8.0,Loyal,Short-term
13668,13,31,4880.33,0.29508196721311475,15.0,Loyal,Mid-term
13672,135,3,266.12,0.16666666666666666,45.0,Loyal,Long-term
13680,152,44,6605.67,0.3956043956043956,34.0,Loyal,Long-term
13693,105,1,62.35,0.75,3.0,Deal-seeker,New
13694,12,37,6245.1900000000005,0.2403846153846154,44.0,Loyal,Long-term
13700,117,14,1489.38,0.34615384615384615,42.0,Loyal,Long-term
13703,70,1,257.99,0.0,18.0,Loyal,Mid-term
13705,363,7,1342.71,0.4,39.0,Loyal,Long-term
13707,42,23,4346.02,0.28125,28.0,Loyal,Long-term
13709,41,19,2823.63,0.3225806451612903,22.0,Loyal,Mid-term
13715,153,48,7770.69,0.41,23.0,Loyal,Mid-term
13725,9,30,5001.91,0.24390243902439024,48.0,Loyal,Long-term
13728,20,5,1021.4,0.1111111111111111,2.0,Loyal,New
13742,82,42,9095.31,0.3333333333333333,6.0,Loyal,New
13747,363,1,160.21,0.0,21.0,Loyal,Mid-term
13748,365,1,7.74,0.0,30.0,Loyal,Long-term
13750,152,1,8.79,0.0,20.0,Loyal,Mid-term
13754,59,5,1021.57,0.125,7.0,Loyal,Short-term
13756,202,8,1785.41,0.125,6.0,Loyal,New
13758,146,18,2302.93,0.21212121212121213,46.0,Loyal,Long-term
13764,155,29,4412.97,0.2318840579710145,14.0,Loyal,Mid-term
13767,138,37,6560.98,0.4794520547945205,29.0,Loyal,Long-term
13769,88,21,3631.51,0.34375,20.0,Loyal,Mid-term
13777,19,47,7276.48,0.26865671641791045,7.0,Loyal,Short-term
13782,118,22,3487.06,0.2777777777777778,17.0,Loyal,Mid-term
13784,24,4,317.68,0.8333333333333334,30.0,Deal-seeker,Long-term
13786,284,2,587.16,0.2857142857142857,21.0,Loyal,Mid-term
13787,245,5,403.93,0.2857142857142857,35.0,Loyal,Long-term
13798,82,67,10898.02,0.2845528455284553,37.0,Loyal,Long-term
13800,14,23,3498.0,0.3333333333333333,27.0,Loyal,Long-term
13802,26,11,1375.25,0.3181818181818182,40.0,Loyal,Long-term
13807,281,4,1317.08,0.42857142857142855,33.0,Loyal,Long-term
13815,71,31,8513.32,0.3018867924528302,33.0,Loyal,Long-term
13817,171,2,177.54,0.3333333333333333,14.0,Loyal,Mid-term
13819,13,15,3274.75,0.2916666666666667,7.0,Loyal,Short-term
13824,19,9,924.42,0.45454545454545453,42.0,Loyal,Long-term
13829,203,1,22.99,1.0,38.0,Deal-seeker,Long-term
13831,319,2,326.99,0.0,35.0,Loyal,Long-term
13837,63,5,1157.88,0.2222222222222222,5.0,Loyal,New
13838,324,35,6817.65,0.34615384615384615,5.0,Loyal,New
13842,13,18,7989.97,0.36363636363636365,5.0,Loyal,New
13846,213,8,1419.34,0.25,4.0,Loyal,New
13848,269,1,132.86,1.0,35.0,Deal-seeker,Long-term
13854,22,24,3201.75,0.36363636363636365,44.0,Loyal,Long-term
13859,109,16,2571.34,0.25,45.0,Loyal,Long-term
13862,119,18,3640.37,0.3103448275862069,32.0,Loyal,Long-term
13869,35,40,12877.35,0.3380281690140845,6.0,Loyal,New
13871,12,16,3478.2,0.30434782608695654,17.0,Loyal,Mid-term
13873,17,3,412.85,0.2857142857142857,24.0,Loyal,Mid-term
13874,193,10,1060.02,0.2777777777777778,39.0,Loyal,Long-term
13880,284,5,1262.58,0.5,40.0,Deal-seeker,Long-term
13881,28,7,2125.6,0.46153846153846156,22.0,Loyal,Mid-term
13883,109,1,41.0,1.0,36.0,Deal-seeker,Long-term
13890,59,8,1672.01,0.4166666666666667,31.0,Loyal,Long-term
13894,19,6,827.45,0.3,16.0,Loyal,Mid-term
13898,108,2,390.61,0.08333333333333333,23.0,Loyal,Mid-term
13901,75,8,768.92,0.6363636363636364,10.0,Deal-seeker,Short-term
13911,5,14,3267.71,0.32,30.0,Loyal,Long-term
13922,171,3,379.49,0.14285714285714285,11.0,Loyal,Short-term
13929,88,2,2674.43,0.0,21.0,Loyal,Mid-term
13939,20,10,1504.39,0.38461538461538464,36.0,Loyal,Long-term
13941,326,9,978.83,0.3333333333333333,38.0,Loyal,Long-term
13948,224,2,160.82,0.3333333333333333,9.0,Loyal,Short-term
13953,172,1,13.2,0.0,16.0,Loyal,Mid-term
13958,337,4,496.97,0.4,22.0,Loyal,Mid-term
13959,236,7,1103.81,0.3125,38.0,Loyal,Long-term
13963,6,16,5162.34,0.4,40.0,Loyal,Long-term
13969,89,18,3384.06,0.38636363636363635,15.0,Loyal,Mid-term
13982,112,30,4542.05,0.3269230769230769,13.0,Loyal,Mid-term
13983,110,18,10911.9,0.36,30.0,Loyal,Long-term
13984,105,4,161.89,0.1111111111111111,34.0,Loyal,Long-term
13993,127,3,558.91,0.3333333333333333,49.0,Loyal,Long-term
13999,90,20,3324.2,0.34375,48.0,Loyal,Long-term
14001,357,6,1165.54,0.3333333333333333,10.0,Loyal,Short-term
14006,30,4,741.22,0.5714285714285714,3.0,Deal-seeker,New
14016,188,16,1799.2,0.4358974358974359,41.0,Loyal,Long-term
14030,266,17,4988.65,0.18518518518518517,5.0,Loyal,New
14031,98,21,3669.74,0.39215686274509803,17.0,Loyal,Mid-term
14032,171,19,4487.82,0.46875,50.0,Loyal,Long-term
14037,249,16,1579.36,0.5384615384615384,24.0,Deal-seeker,Mid-term
14040,40,38,8674.09,0.40298507462686567,10.0,Loyal,Short-term
14044,15,45,7826.79,0.2,49.0,Loyal,Long-term
14045,159,4,159.69,0.2,14.0,Loyal,Mid-term
