CustomerID,Recency,Frequency,Monetary,Coupon_Ratio,Tenure_Months,Avg_Order_Value,Purchase_Interval,Orders_last_30d,Spend_last_30d,Active_30d,Cluster,Churn
12645,52,8,2549.38,0.5625,50,318.6725,190.25,0.0,0.0,0,3,0
12647,189,28,4239.1,0.3018867924528302,28,151.39642857142857,30.44,0.0,0.0,0,0,1
12649,258,1,27.38,0.5,33,27.38,1004.52,0.0,0.0,0,3,1
12651,145,7,2489.4700000000003,0.4444444444444444,44,355.6385714285715,191.33714285714288,0.0,0.0,0,1,1
12652,88,26,3103.62,0.3529411764705882,21,119.37,24.586153846153845,0.0,0.0,0,5,0
12662,13,16,3398.02,0.4705882352941176,21,212.37625,39.9525,8.0,1497.15,1,5,0
12664,91,5,795.99,0.4,14,159.198,85.232,0.0,0.0,0,1,1
12665,104,2,127.53,0.25,10,63.765,152.20000000000002,0.0,0.0,0,1,1
12666,206,2,49.98,0.5,13,24.99,197.86,0.0,0.0,0,3,1
12668,32,38,7366.34,0.2972972972972973,32,193.8510526315789,25.633684210526315,0.0,0.0,0,5,0
12672,124,3,315.15,0.4,43,105.05,436.3066666666667,0.0,0.0,0,1,1
12673,114,11,1907.83,0.3043478260869565,4,173.4390909090909,11.06909090909091,0.0,0.0,0,1,1
12676,22,10,1441.43,0.3333333333333333,38,144.143,115.672,10.0,1441.43,1,1,0
12678,173,3,232.98,0.0,27,77.66,273.96,0.0,0.0,0,1,1
12681,29,88,17588.57,0.2869955156950672,27,199.87011363636364,9.339545454545457,11.0,1270.53,1,6,0
12682,21,68,13237.87,0.2755905511811024,33,194.67455882352945,14.772352941176472,24.0,4737.97,1,6,0
12683,93,38,10691.3,0.3246753246753247,15,281.35,12.015789473684212,0.0,0.0,0,6,1
12686,335,6,1028.02,0.1428571428571428,30,171.33666666666667,152.20000000000002,0.0,0.0,0,0,1
12691,66,8,1417.53,0.5333333333333333,7,177.19125,26.635,0.0,0.0,0,3,0
12693,79,4,1762.95,0.2222222222222222,4,440.7375,30.44,0.0,0.0,0,1,0
12705,187,13,1824.88,0.3,45,140.37538461538463,105.36923076923075,0.0,0.0,0,0,1
12708,124,21,3042.67,0.2727272727272727,25,144.88904761904763,36.23809523809524,0.0,0.0,0,1,1
12709,54,16,3355.49,0.4848484848484848,36,209.718125,68.49000000000001,0.0,0.0,0,5,0
12712,11,27,4117.44,0.3404255319148936,37,152.49777777777777,41.71407407407407,13.0,2298.38,1,5,0
12720,35,26,7413.99,0.4,20,285.1534615384616,23.415384615384617,0.0,0.0,0,5,0
12721,179,10,2127.39,0.5,5,212.739,15.220000000000002,0.0,0.0,0,3,1
12724,133,7,595.04,0.5454545454545454,19,85.00571428571428,82.62285714285714,0.0,0.0,0,3,1
12725,326,14,5073.1900000000005,0.3333333333333333,48,362.3707142857143,104.36571428571428,0.0,0.0,0,0,1
12726,45,16,2100.29,0.4,25,131.268125,47.5625,0.0,0.0,0,1,0
12727,82,8,991.72,0.5,6,123.965,22.83,0.0,0.0,0,1,0
12728,135,7,651.48,0.3076923076923077,5,93.06857142857145,21.742857142857144,0.0,0.0,0,1,1
12731,35,38,13214.08,0.2580645161290322,28,347.73894736842107,22.429473684210528,0.0,0.0,0,6,0
12734,172,2,103.95,0.5,27,51.975,410.94,0.0,0.0,0,3,1
12735,42,18,3257.33,0.3023255813953488,5,180.96277777777777,8.455555555555556,0.0,0.0,0,1,0
12736,138,1,165.85000000000002,0.5,3,165.85000000000002,91.32,0.0,0.0,0,3,1
12738,336,8,1850.07,0.4545454545454545,42,231.25875,159.81,0.0,0.0,0,0,1
12744,69,34,10464.6,0.3035714285714285,16,307.7823529411765,14.324705882352944,0.0,0.0,0,5,0
12747,95,10,1853.39,0.35,9,185.339,27.396000000000004,0.0,0.0,0,1,1
12748,108,328,83112.26,0.3625899280575539,28,253.39103658536584,2.5985365853658537,0.0,0.0,0,2,1
12753,153,20,2529.67,0.3653846153846153,13,126.4835,19.786,0.0,0.0,0,1,1
12754,11,17,4080.68,0.2702702702702703,11,240.04,19.696470588235297,17.0,4080.68,1,1,0
12755,264,1,56.48,1.0,37,56.48,1126.28,0.0,0.0,0,3,1
12763,305,8,1184.69,0.4375,48,148.08625,182.64,0.0,0.0,0,0,1
12764,56,28,5806.639999999999,0.3333333333333333,25,207.38,27.178571428571427,0.0,0.0,0,5,0
12766,143,28,4703.18,0.3409090909090909,22,167.9707142857143,23.91714285714286,0.0,0.0,0,5,1
12775,14,7,1485.16,0.4615384615384615,21,212.1657142857143,91.32,7.0,1485.16,1,1,0
12778,31,3,611.51,0.3333333333333333,42,203.83666666666667,426.16,0.0,0.0,0,1,0
12779,8,15,2651.31,0.3809523809523809,28,176.754,56.821333333333335,6.0,1452.8,1,1,0
12782,65,32,4501.13,0.2857142857142857,19,140.6603125,18.07375,0.0,0.0,0,5,0
12785,246,8,856.21,0.2142857142857142,36,107.02625,136.98000000000002,0.0,0.0,0,0,1
12791,363,2,153.29999999999998,0.5,26,76.64999999999999,395.72,0.0,0.0,0,0,1
12793,145,11,2533.39,0.5,39,230.3081818181818,107.92363636363638,0.0,0.0,0,3,1
12797,213,7,460.34,0.4705882352941176,34,65.76285714285714,147.85142857142858,0.0,0.0,0,3,1
12808,303,5,603.49,0.2857142857142857,32,120.698,194.816,0.0,0.0,0,0,1
12820,112,5,741.47,0.2727272727272727,24,148.294,146.11200000000002,0.0,0.0,0,1,1
12826,54,31,8053.97,0.2857142857142857,33,259.80548387096775,32.40387096774194,0.0,0.0,0,5,0
12829,90,6,1095.26,0.4166666666666667,15,182.5433333333333,76.10000000000001,0.0,0.0,0,1,0
12836,26,19,3375.54,0.4358974358974359,6,177.66,9.612631578947369,19.0,3375.54,1,5,0
12838,361,28,5586.31,0.3389830508474576,31,199.51107142857143,33.70142857142857,0.0,0.0,0,0,1
12839,186,23,4083.99,0.3243243243243243,45,177.56478260869565,59.55652173913043,0.0,0.0,0,0,1
12841,35,49,13205.69,0.3363636363636363,19,269.5038775510204,11.80326530612245,0.0,0.0,0,6,0
12842,9,9,2916.23,0.5714285714285714,27,324.0255555555556,91.32,9.0,2916.23,1,5,0
12853,29,12,2190.73,0.5217391304347826,11,182.5608333333333,27.903333333333336,3.0,634.1,1,5,0
12854,69,23,4806.74,0.3333333333333333,42,208.9886956521739,55.58608695652174,0.0,0.0,0,5,0
12855,349,3,909.83,0.6666666666666666,33,303.2766666666667,334.84000000000003,0.0,0.0,0,3,1
12865,210,1,244.0,0.0,34,244.0,1034.96,0.0,0.0,0,0,1
12867,213,24,3985.78,0.2758620689655172,32,166.07416666666668,40.586666666666666,0.0,0.0,0,0,1
12868,50,19,6101.14,0.3478260869565217,8,321.1126315789474,12.816842105263158,0.0,0.0,0,5,0
12870,270,1,62.97,0.5,28,62.97,852.32,0.0,0.0,0,3,1
12872,116,31,4772.71,0.4090909090909091,20,153.9583870967742,19.63870967741936,0.0,0.0,0,5,1
12875,240,1,7.2,0.0,24,7.2,730.5600000000001,0.0,0.0,0,0,1
12877,123,11,1506.04,0.5882352941176471,23,136.91272727272727,63.64727272727273,0.0,0.0,0,3,1
12908,33,1,241.0,0.0,32,241.0,974.08,0.0,0.0,0,1,0
12913,289,2,94.76,0.25,21,47.38,319.62,0.0,0.0,0,0,1
12915,344,7,1208.4,0.3076923076923077,3,172.62857142857143,13.045714285714286,0.0,0.0,0,0,1
12916,87,19,4268.01,0.375,2,224.6321052631579,3.2042105263157894,0.0,0.0,0,5,0
12921,165,30,6418.9,0.3559322033898305,49,213.9633333333333,49.71866666666667,0.0,0.0,0,5,1
12924,118,1,28.35,0.0,45,28.35,1369.8,0.0,0.0,0,1,1
12928,204,8,399.3,0.5294117647058824,21,49.9125,79.905,0.0,0.0,0,3,1
12929,26,5,942.87,0.375,26,188.574,158.288,5.0,942.87,1,1,0
12931,186,2,31.38,0.5,44,15.69,669.6800000000001,0.0,0.0,0,3,1
12935,77,2,8962.58,0.2962962962962963,23,4481.29,350.06,0.0,0.0,0,5,0
12939,146,2,263.64,0.3333333333333333,19,131.82,289.18,0.0,0.0,0,1,1
12942,265,7,861.08,0.5,4,123.01142857142858,17.394285714285715,0.0,0.0,0,0,1
12944,179,7,1122.75,0.2857142857142857,43,160.39285714285714,186.98857142857145,0.0,0.0,0,0,1
12947,66,25,5153.51,0.3055555555555556,48,206.1404,58.44480000000001,0.0,0.0,0,5,0
12951,81,6,1003.55,0.45,18,167.25833333333333,91.32,0.0,0.0,0,1,0
12956,1,14,3138.0,0.2631578947368421,48,224.14285714285717,104.36571428571428,14.0,3138.0,1,1,0
12957,153,13,1288.32,0.2580645161290322,44,99.10153846153844,103.02769230769232,0.0,0.0,0,1,1
12963,265,6,982.88,0.125,9,163.81333333333333,45.66,0.0,0.0,0,0,1
12967,192,10,1635.45,0.2631578947368421,34,163.54500000000002,103.496,0.0,0.0,0,0,1
12970,89,2,558.4,0.375,2,279.2,30.44,0.0,0.0,0,1,0
12971,13,31,4566.84,0.2978723404255319,43,147.3174193548387,42.223225806451616,3.0,321.08,1,5,0
12980,131,4,1299.09,0.3333333333333333,23,324.7725,175.03,0.0,0.0,0,1,1
12989,118,2,175.59,0.0,5,87.795,76.10000000000001,0.0,0.0,0,1,1
12990,18,2,576.05,0.3333333333333333,47,288.025,715.34,2.0,576.05,1,1,0
12997,41,7,937.27,0.3888888888888889,45,133.8957142857143,195.68571428571428,0.0,0.0,0,1,0
13000,252,8,933.32,0.1818181818181818,32,116.665,121.76,0.0,0.0,0,0,1
13001,66,23,2816.15,0.4444444444444444,45,122.44130434782608,59.55652173913043,0.0,0.0,0,5,0
13002,66,5,891.88,0.1428571428571428,44,178.376,267.872,0.0,0.0,0,1,0
13004,52,37,6208.11,0.3611111111111111,37,167.78675675675674,30.44,0.0,0.0,0,5,0
13008,95,8,2193.55,0.1333333333333333,48,274.19375,182.64,0.0,0.0,0,1,1
13011,336,3,232.86,0.6666666666666666,18,77.62,182.64,0.0,0.0,0,3,1
13013,332,28,5778.55,0.2686567164179104,13,206.3767857142857,14.132857142857144,0.0,0.0,0,0,1
13021,202,6,1846.16,0.375,29,307.6933333333333,147.1266666666667,0.0,0.0,0,0,1
13027,178,4,339.67,0.1666666666666666,15,84.9175,114.15,0.0,0.0,0,0,1
13029,173,1,15.99,0.0,35,15.99,1065.4,0.0,0.0,0,1,1
13030,292,16,2670.19,0.3833333333333333,39,166.886875,74.1975,0.0,0.0,0,0,1
13033,188,5,673.0,0.3636363636363636,50,134.6,304.4,0.0,0.0,0,0,1
13034,307,4,242.33,0.1818181818181818,40,60.5825,304.40000000000003,0.0,0.0,0,0,1
13047,14,26,3364.75,0.4090909090909091,43,129.41346153846155,50.34307692307693,19.0,2310.1,1,5,0
13048,117,17,3503.21,0.35,45,206.07117647058823,80.5764705882353,0.0,0.0,0,1,1
13049,66,3,263.17,0.7142857142857143,3,87.72333333333334,30.44,0.0,0.0,0,3,0
13050,5,60,11204.34,0.3203883495145631,10,186.739,5.073333333333334,10.0,1231.5,1,6,0
13064,117,1,233.95,0.3333333333333333,15,233.95,456.6,0.0,0.0,0,1,1
13065,350,7,1526.23,0.4285714285714285,32,218.03285714285715,139.15428571428572,0.0,0.0,0,0,1
13068,82,1,7.0,1.0,47,7.0,1430.68,0.0,0.0,0,3,0
13069,4,68,9416.64,0.3115942028985507,38,138.48,17.01058823529412,20.0,3583.94,1,6,0
13077,269,4,1610.96,0.3571428571428571,45,402.74,342.45,0.0,0.0,0,0,1
13078,52,24,4520.62,0.2962962962962963,28,188.35916666666665,35.513333333333335,0.0,0.0,0,5,0
13081,123,117,22177.12,0.3295019157088122,5,189.54803418803417,1.300854700854701,0.0,0.0,0,7,1
13082,161,6,1069.99,0.4285714285714285,45,178.33166666666668,228.3,0.0,0.0,0,1,1
13089,21,176,30472.73,0.3743169398907104,25,173.14051136363636,4.323863636363637,29.0,5591.58,1,7,0
13090,93,9,1462.55,0.2307692307692307,4,162.50555555555556,13.52888888888889,0.0,0.0,0,1,1
13092,208,4,336.92,0.4285714285714285,2,84.23,15.22,0.0,0.0,0,0,1
13093,20,65,12998.23,0.3706293706293706,35,199.9727692307692,16.390769230769234,22.0,5298.9400000000005,1,6,0
13094,154,4,453.66,0.2,10,113.415,76.10000000000001,0.0,0.0,0,1,1
13097,159,18,3472.49,0.4807692307692308,33,192.9161111111111,55.80666666666667,0.0,0.0,0,5,1
13098,59,14,2506.87,0.3809523809523809,5,179.06214285714285,10.871428571428572,0.0,0.0,0,1,0
13102,8,54,9158.54,0.3440860215053763,10,169.6025925925926,5.637037037037038,11.0,1738.85,1,6,0
13104,179,1,125.0,1.0,20,125.0,608.8000000000001,0.0,0.0,0,3,1
13107,119,10,2871.92,0.3478260869565217,20,287.192,60.88000000000001,0.0,0.0,0,1,1
13108,348,3,561.89,0.0,45,187.29666666666665,456.6,0.0,0.0,0,0,1
13110,22,8,1085.95,0.35,36,135.74375,136.98000000000002,8.0,1085.95,1,1,0
13113,8,29,21103.72,0.2580645161290322,44,727.7144827586208,46.1848275862069,11.0,2848.52,1,6,0
13115,153,2,254.62,0.0,26,127.31,395.72,0.0,0.0,0,1,1
13117,76,12,2264.17,0.2647058823529412,30,188.6808333333333,76.10000000000001,0.0,0.0,0,1,0
13124,205,30,4715.28,0.2950819672131147,4,157.176,4.058666666666666,0.0,0.0,0,0,1
13126,137,18,2472.98,0.375,37,137.3877777777778,62.57111111111111,0.0,0.0,0,1,1
13136,257,3,236.98,0.3333333333333333,48,78.99333333333333,487.04,0.0,0.0,0,0,1
13137,10,33,7815.52,0.3125,37,236.8339393939394,34.129696969696965,33.0,7815.52,1,5,0
13138,340,7,1559.99,0.2857142857142857,21,222.8557142857143,91.32,0.0,0.0,0,0,1
13140,269,4,733.76,0.4375,34,183.44,258.74,0.0,0.0,0,0,1
13141,22,16,3513.46,0.3125,25,219.59125,47.5625,1.0,158.38,1,1,0
13144,137,1,49.99,0.6666666666666666,38,49.99,1156.72,0.0,0.0,0,3,1
13145,336,1,23.0,1.0,4,23.0,121.76,0.0,0.0,0,3,1
13148,37,78,18961.09,0.3384615384615385,16,243.09089743589743,6.2441025641025645,0.0,0.0,0,6,0
13155,115,38,6463.66,0.3015873015873015,8,170.0963157894737,6.408421052631579,0.0,0.0,0,5,1
13158,75,16,3450.31,0.3157894736842105,47,215.644375,89.4175,0.0,0.0,0,1,0
13161,38,2,517.33,0.25,4,258.665,60.88,0.0,0.0,0,1,0
13162,132,25,3621.75,0.3,14,144.87,17.046400000000002,0.0,0.0,0,5,1
13165,171,5,887.44,0.5384615384615384,31,177.488,188.728,0.0,0.0,0,3,1
13168,67,36,5478.9,0.3684210526315789,24,152.19166666666666,20.293333333333337,0.0,0.0,0,5,0
13173,284,15,3791.5,0.391304347826087,8,252.76666666666668,16.234666666666666,0.0,0.0,0,0,1
13174,49,124,24376.97,0.3388429752066115,25,196.5884677419355,6.137096774193548,0.0,0.0,0,7,0
13178,221,14,2031.06,0.40625,9,145.07571428571427,19.56857142857143,0.0,0.0,0,0,1
13183,147,11,2030.81,0.3,42,184.6190909090909,116.22545454545455,0.0,0.0,0,1,1
13187,153,10,1389.49,0.2432432432432432,50,138.949,152.2,0.0,0.0,0,1,1
13198,69,39,6166.38,0.3896103896103896,50,158.1123076923077,39.02564102564103,0.0,0.0,0,5,0
13199,19,14,2004.12,0.3125,47,143.15142857142857,102.19142857142856,1.0,158.38,1,1,0
13208,12,13,2505.58,0.2307692307692307,4,192.73692307692303,9.366153846153846,13.0,2505.58,1,1,0
13209,111,10,483.86,0.3809523809523809,18,48.386,54.79200000000001,0.0,0.0,0,1,1
13211,225,1,69.72,0.5,33,69.72,1004.52,0.0,0.0,0,3,1
13221,208,19,2642.9,0.3142857142857143,35,139.1,56.07368421052632,0.0,0.0,0,0,1
13225,159,5,556.19,0.25,50,111.238,304.4,0.0,0.0,0,1,1
13230,12,42,10698.8,0.3176470588235294,30,254.7333333333333,21.742857142857144,13.0,2385.49,1,6,0
13233,148,8,1401.1,0.4705882352941176,30,175.1375,114.15,0.0,0.0,0,1,1
13238,215,4,521.28,0.2,19,130.32,144.59,0.0,0.0,0,0,1
13240,262,15,1543.17,0.238095238095238,24,102.878,48.704,0.0,0.0,0,0,1
13246,110,18,2513.78,0.4,25,139.6544444444445,42.27777777777778,0.0,0.0,0,5,1
13253,166,5,546.92,0.25,38,109.384,231.344,0.0,0.0,0,1,1
13255,361,4,1320.9,0.1666666666666666,15,330.225,114.15,0.0,0.0,0,0,1
13263,105,18,2791.94,0.282051282051282,16,155.10777777777778,27.05777777777778,0.0,0.0,0,1,1
13266,203,1,59.16,0.0,12,59.16,365.28,0.0,0.0,0,0,1
13267,131,26,17114.52,0.3260869565217391,46,658.2507692307693,53.855384615384615,0.0,0.0,0,6,1
13269,228,17,3217.2,0.3214285714285714,41,189.2470588235294,73.41411764705882,0.0,0.0,0,0,1
13270,269,1,85.5,1.0,7,85.5,213.08,0.0,0.0,0,3,1
13280,47,39,8878.19,0.2948717948717949,43,227.64589743589744,33.562051282051286,0.0,0.0,0,5,0
13284,93,6,843.89,0.3571428571428571,14,140.64833333333334,71.02666666666667,0.0,0.0,0,1,1
13295,210,5,822.42,0.1818181818181818,33,164.48399999999998,200.904,0.0,0.0,0,0,1
13304,170,3,779.66,0.3809523809523809,12,259.88666666666666,121.76,0.0,0.0,0,1,1
13305,346,3,497.74,0.8,38,165.91333333333333,385.5733333333333,0.0,0.0,0,3,1
13309,9,22,4559.0,0.3529411764705882,14,207.22727272727272,19.37090909090909,22.0,4559.0,1,5,0
13310,70,12,2321.01,0.2758620689655172,15,193.4175,38.05,0.0,0.0,0,1,0
13313,169,3,511.9,0.3529411764705882,42,170.63333333333333,426.16,0.0,0.0,0,1,1
13317,202,8,1294.81,0.2142857142857142,17,161.85125,64.685,0.0,0.0,0,0,1
13319,168,42,6895.93,0.336734693877551,27,164.18880952380954,19.568571428571428,0.0,0.0,0,5,1
13324,35,7,2570.89,0.2,24,367.27,104.36571428571428,0.0,0.0,0,1,0
13327,257,8,913.9,0.6190476190476191,14,114.2375,53.27,0.0,0.0,0,3,1
13328,49,10,2458.41,0.2352941176470588,18,245.841,54.79200000000001,0.0,0.0,0,1,0
13329,177,5,634.88,0.3333333333333333,2,126.976,12.176,0.0,0.0,0,1,1
13330,45,7,1417.02,0.3076923076923077,47,202.43142857142857,204.38285714285715,0.0,0.0,0,1,0
13368,157,1,152.64,0.0,43,152.64,1308.92,0.0,0.0,0,1,1
13369,177,11,1745.68,0.2631578947368421,24,158.69818181818184,66.41454545454546,0.0,0.0,0,0,1
13370,268,23,3603.28,0.4090909090909091,41,156.66434782608695,54.26260869565217,0.0,0.0,0,0,1
13385,124,15,3514.75,0.3142857142857143,26,234.31666666666663,52.76266666666667,0.0,0.0,0,1,1
13394,16,10,1313.8,0.4375,6,131.38,18.264000000000003,10.0,1313.8,1,1,0
13396,35,10,2463.65,0.4375,25,246.365,76.1,0.0,0.0,0,1,0
13397,167,4,569.92,0.25,40,142.48,304.40000000000003,0.0,0.0,0,1,1
13402,336,9,1492.56,0.2941176470588235,42,165.84,142.05333333333334,0.0,0.0,0,0,1
13405,66,3,317.95,0.5,7,105.98333333333332,71.02666666666667,0.0,0.0,0,1,0
13408,33,42,8898.38,0.3461538461538461,30,211.86619047619047,21.742857142857144,0.0,0.0,0,5,0
13418,207,24,4072.15,0.2244897959183673,22,169.67291666666668,27.903333333333336,0.0,0.0,0,0,1
13426,152,12,1150.86,0.25,38,95.905,96.39333333333332,0.0,0.0,0,1,1
13448,225,22,2770.95,0.2222222222222222,41,125.95227272727271,56.72909090909091,0.0,0.0,0,0,1
13451,143,13,1965.19,0.375,12,151.16846153846154,28.098461538461542,0.0,0.0,0,1,1
