Recency,Frequency,Monetary,Coupon_Ratio,Tenure_Months,Avg_Order_Value,Purchase_Interval,Orders_last_30d,Spend_last_30d,Active_30d,Cluster
229,8,1926.74,0.15,31,240.8425,117.955,0.0,0.0,0,0
36,16,2964.87,0.25,31,185.304375,58.9775,0.0,0.0,0,1
29,20,4304.41,0.21875,44,215.2205,66.968,1.0,496.63,1,1
354,4,629.8,0.375,33,157.45,251.13,0.0,0.0,0,0
172,1,43.98,0.0,18,43.98,547.9200000000001,0.0,0.0,0,1
240,14,1578.74,0.2432432432432432,20,112.76714285714286,43.48571428571429,0.0,0.0,0,0
62,14,3925.79,0.425,46,280.4135714285714,100.01714285714286,0.0,0.0,0,5
363,40,9789.63,0.34375,24,244.74075,18.264000000000003,0.0,0.0,0,0
105,8,1285.22,0.0833333333333333,23,160.6525,87.515,0.0,0.0,0,1
309,25,3741.02,0.2894736842105263,44,149.6408,53.5744,0.0,0.0,0,0
200,13,2539.1,0.2,9,195.3153846153846,21.073846153846155,0.0,0.0,0,0
231,49,6650.12,0.40625,34,135.71673469387756,21.121632653061223,0.0,0.0,0,5
162,4,677.8,0.3333333333333333,22,169.45,167.42000000000002,0.0,0.0,0,1
289,11,1872.09,0.2272727272727272,40,170.19,110.6909090909091,0.0,0.0,0,0
287,1,55.49,0.0,28,55.49,852.32,0.0,0.0,0,0
45,7,1790.6,0.3125,33,255.8,143.50285714285715,0.0,0.0,0,1
5,14,3267.71,0.32,30,233.40785714285715,65.22857142857143,14.0,3267.71,1,1
8,15,2651.31,0.3809523809523809,28,176.754,56.821333333333335,6.0,1452.8,1,1
269,4,1610.96,0.3571428571428571,45,402.74,342.45,0.0,0.0,0,0
164,1,16.5,1.0,7,16.5,213.08,0.0,0.0,0,3
5,20,4488.48,0.4333333333333333,19,224.424,28.918,20.0,4488.48,1,5
40,59,16001.87,0.328,23,271.2181355932203,11.866440677966102,0.0,0.0,0,6
277,19,4164.34,0.3333333333333333,35,219.1757894736842,56.07368421052632,0.0,0.0,0,0
2,27,5244.66,0.2894736842105263,38,194.24666666666667,42.84148148148148,27.0,5244.66,1,5
60,21,4798.26,0.3076923076923077,25,228.48857142857145,36.23809523809524,0.0,0.0,0,5
174,12,2552.12,0.3684210526315789,5,212.67666666666665,12.683333333333335,0.0,0.0,0,1
303,1,25.49,0.0,3,25.49,91.32,0.0,0.0,0,0
67,36,5478.9,0.3684210526315789,24,152.19166666666666,20.293333333333337,0.0,0.0,0,5
79,18,5365.14,0.3214285714285714,16,298.06333333333333,27.05777777777778,0.0,0.0,0,5
257,7,993.56,0.1764705882352941,34,141.93714285714285,147.85142857142858,0.0,0.0,0,0
48,23,3961.93,0.25,20,172.25782608695653,26.469565217391303,0.0,0.0,0,5
336,1,66.33,1.0,26,66.33,791.44,0.0,0.0,0,3
230,8,833.76,0.4,19,104.22,72.295,0.0,0.0,0,0
76,41,11266.03,0.3283582089552239,50,274.78121951219515,37.1219512195122,0.0,0.0,0,6
93,16,2340.11,0.3653846153846153,39,146.256875,74.1975,0.0,0.0,0,1
212,6,788.1,0.25,48,131.35,243.52,0.0,0.0,0,0
90,29,4434.43,0.2884615384615384,31,152.91137931034484,32.539310344827584,0.0,0.0,0,5
48,42,13579.12,0.2666666666666666,24,323.312380952381,17.394285714285715,0.0,0.0,0,6
334,26,5068.82,0.375,6,194.95461538461535,7.024615384615386,0.0,0.0,0,0
135,43,7017.89,0.3272727272727272,39,163.2067441860465,27.60837209302326,0.0,0.0,0,5
145,3,965.51,0.4285714285714285,17,321.83666666666664,172.49333333333334,0.0,0.0,0,1
270,17,2884.79,0.4,30,169.6935294117647,53.71764705882353,0.0,0.0,0,0
12,16,3478.2,0.3043478260869565,17,217.3875,32.3425,16.0,3478.2,1,1
232,6,768.5,0.5714285714285714,25,128.08333333333334,126.83333333333331,0.0,0.0,0,3
201,20,2745.16,0.3,13,137.25799999999998,19.786,0.0,0.0,0,0
177,1,21.19,0.0,8,21.19,243.52,0.0,0.0,0,0
269,1,85.5,1.0,7,85.5,213.08,0.0,0.0,0,3
343,23,3465.51,0.32,7,150.67434782608697,9.264347826086958,0.0,0.0,0,0
291,1,40.86,0.5,41,40.86,1248.04,0.0,0.0,0,0
307,4,242.33,0.1818181818181818,40,60.5825,304.40000000000003,0.0,0.0,0,0
285,5,853.18,0.375,47,170.636,286.136,0.0,0.0,0,0
46,41,8641.24,0.4175824175824176,50,210.76195121951216,37.1219512195122,0.0,0.0,0,5
79,85,12825.98,0.4110429447852761,14,150.89388235294118,5.01364705882353,0.0,0.0,0,6
119,34,6855.81,0.3728813559322034,32,201.6414705882353,28.649411764705885,0.0,0.0,0,5
209,4,446.22,0.3333333333333333,11,111.555,83.71000000000001,0.0,0.0,0,0
93,17,2649.08,0.3333333333333333,42,155.82823529411763,75.20470588235294,0.0,0.0,0,1
195,4,792.4,0.3125,24,198.1,182.64,0.0,0.0,0,0
17,7,954.73,0.2272727272727272,49,136.39,213.08,4.0,779.04,1,1
11,9,2236.03,0.5,7,248.4477777777778,23.67555555555556,9.0,2236.03,1,5
301,3,284.47,0.2,12,94.82333333333334,121.76,0.0,0.0,0,0
257,2,301.19,0.0,37,150.595,563.14,0.0,0.0,0,0
172,17,6693.73,0.4864864864864865,45,393.74882352941177,80.5764705882353,0.0,0.0,0,5
27,2,265.79,0.5,10,132.895,152.20000000000002,2.0,265.79,1,1
79,1,41.99,0.5,3,41.99,91.32,0.0,0.0,0,1
33,42,8898.38,0.3461538461538461,30,211.86619047619047,21.742857142857144,0.0,0.0,0,5
75,15,1942.03,0.3666666666666666,37,129.46866666666668,75.08533333333334,0.0,0.0,0,1
130,1,116.4,0.0,19,116.4,578.36,0.0,0.0,0,1
195,2,153.06,0.375,25,76.53,380.5,0.0,0.0,0,0
132,11,1903.85,0.3103448275862069,6,173.0772727272727,16.603636363636365,0.0,0.0,0,1
46,17,3080.03,0.2727272727272727,12,181.17823529411768,21.487058823529413,0.0,0.0,0,1
108,328,83112.26,0.3625899280575539,28,253.39103658536584,2.5985365853658537,0.0,0.0,0,2
173,2,267.29,0.25,21,133.645,319.62,0.0,0.0,0,1
143,3,65.95,0.6,37,21.98333333333333,375.4266666666667,0.0,0.0,0,3
263,10,2732.7200000000003,0.3,43,273.27200000000005,130.892,0.0,0.0,0,0
82,42,9095.31,0.3333333333333333,6,216.555,4.348571428571429,0.0,0.0,0,5
346,28,5843.610000000001,0.3968253968253968,36,208.7003571428572,39.13714285714286,0.0,0.0,0,0
133,7,595.04,0.5454545454545454,19,85.00571428571428,82.62285714285714,0.0,0.0,0,3
187,24,3211.73,0.2321428571428571,43,133.82208333333332,54.53833333333333,0.0,0.0,0,0
138,52,9426.52,0.3059701492537313,31,181.2792307692308,18.14692307692308,0.0,0.0,0,6
43,45,5401.42,0.3043478260869565,7,120.03155555555556,4.735111111111111,0.0,0.0,0,5
174,40,8097.389999999999,0.3048780487804878,26,202.43475,19.786,0.0,0.0,0,5
258,2,1900.04,0.4,29,950.02,441.38,0.0,0.0,0,0
284,15,3791.5,0.391304347826087,8,252.76666666666668,16.234666666666666,0.0,0.0,0,0
93,38,10691.3,0.3246753246753247,15,281.35,12.015789473684212,0.0,0.0,0,6
193,13,1828.23,0.3571428571428571,15,140.6330769230769,35.12307692307692,0.0,0.0,0,0
222,25,5015.89,0.475,4,200.6356,4.8704,0.0,0.0,0,0
210,12,2106.64,0.4615384615384615,25,175.5533333333333,63.41666666666666,0.0,0.0,0,0
2,28,5847.84,0.293103448275862,29,208.85142857142856,31.527142857142856,28.0,5847.84,1,5
220,12,1245.18,0.375,32,103.765,81.17333333333333,0.0,0.0,0,0
89,7,524.4,0.25,46,74.91428571428571,200.0342857142857,0.0,0.0,0,1
240,13,1520.46,0.3636363636363636,20,116.95846153846152,46.83076923076924,0.0,0.0,0,0
35,22,3290.08,0.2758620689655172,3,149.5490909090909,4.150909090909091,0.0,0.0,0,5
132,10,3168.11,0.4615384615384615,15,316.81100000000004,45.66,0.0,0.0,0,1
285,38,5067.29,0.296875,27,133.34973684210527,21.62842105263158,0.0,0.0,0,0
223,1,49.52,0.6666666666666666,32,49.52,974.08,0.0,0.0,0,3
262,5,413.06,0.5,17,82.612,103.496,0.0,0.0,0,3
75,8,768.92,0.6363636363636364,10,96.115,38.05,0.0,0.0,0,3
166,6,890.0,0.3478260869565217,25,148.33333333333334,126.83333333333331,0.0,0.0,0,1
195,9,411.2600000000001,0.5,28,45.695555555555565,94.70222222222225,0.0,0.0,0,3
319,2,326.99,0.0,35,163.495,532.7,0.0,0.0,0,0
39,5,796.99,0.6,33,159.398,200.904,0.0,0.0,0,3
25,57,10897.95,0.2966101694915254,30,191.1921052631579,16.021052631578947,19.0,4529.94,1,6
22,5,1140.5,0.125,22,228.1,133.936,4.0,1072.58,1,1
22,3,423.95,0.75,39,141.31666666666666,395.72,3.0,423.95,1,3
79,60,10168.02,0.3025210084033613,14,169.467,7.102666666666667,0.0,0.0,0,6
83,53,7080.51,0.3725490196078431,36,133.59452830188678,20.67622641509434,0.0,0.0,0,5
57,40,6189.9400000000005,0.3947368421052631,8,154.7485,6.088,0.0,0.0,0,5
2,123,26954.08,0.2761904761904762,6,219.1388617886179,1.484878048780488,48.0,9598.94,1,7
284,5,1262.58,0.5,40,252.516,243.52000000000004,0.0,0.0,0,0
140,5,643.75,0.625,20,128.75,121.76000000000002,0.0,0.0,0,3
131,19,1766.64,0.4571428571428571,31,92.98105263157896,49.665263157894735,0.0,0.0,0,5
153,14,2432.59,0.3461538461538461,34,173.7564285714286,73.92571428571429,0.0,0.0,0,1
138,1,165.85000000000002,0.5,3,165.85000000000002,91.32,0.0,0.0,0,3
357,36,8277.58,0.2631578947368421,48,229.93277777777777,40.58666666666667,0.0,0.0,0,0
13,10,1504.04,0.1818181818181818,12,150.404,36.528000000000006,10.0,1504.04,1,1
222,5,605.64,0.6,12,121.128,73.05600000000001,0.0,0.0,0,3
20,65,12998.23,0.3706293706293706,35,199.9727692307692,16.390769230769234,22.0,5298.9400000000005,1,6
57,31,6113.55,0.2195121951219512,16,197.21129032258065,15.710967741935484,0.0,0.0,0,5
238,24,3419.26,0.3181818181818182,4,142.46916666666667,5.073333333333333,0.0,0.0,0,0
18,15,2194.21,0.3235294117647059,23,146.28066666666666,46.67466666666667,4.0,550.0699999999999,1,1
188,5,673.0,0.3636363636363636,50,134.6,304.4,0.0,0.0,0,0
105,1,62.35,0.75,3,62.35,91.32,0.0,0.0,0,3
315,3,158.28,0.0,23,52.76,233.3733333333333,0.0,0.0,0,0
21,6,1466.22,0.4166666666666667,11,244.37,55.80666666666667,6.0,1466.22,1,1
35,14,2786.25,0.3125,28,199.01785714285717,60.88,0.0,0.0,0,1
125,19,3048.57,0.4333333333333333,19,160.45105263157896,30.44,0.0,0.0,0,5
251,19,2605.54,0.4482758620689655,31,137.13368421052633,49.665263157894735,0.0,0.0,0,0
133,17,3469.44,0.3396226415094339,7,204.08470588235292,12.534117647058824,0.0,0.0,0,1
105,18,2791.94,0.282051282051282,16,155.10777777777778,27.05777777777778,0.0,0.0,0,1
283,7,768.4599999999999,0.375,13,109.78,56.53142857142858,0.0,0.0,0,0
70,14,1814.03,0.2564102564102564,8,129.57357142857143,17.394285714285715,0.0,0.0,0,1
27,50,10059.18,0.34375,18,201.1836,10.9584,8.0,1685.17,1,6
148,12,1361.22,0.1875,15,113.435,38.05,0.0,0.0,0,1
37,26,6923.52,0.3255813953488372,7,266.2892307692308,8.195384615384615,0.0,0.0,0,5
307,37,9853.42,0.3181818181818182,21,266.30864864864867,17.276756756756757,0.0,0.0,0,0
350,13,1796.89,0.1785714285714285,7,138.2223076923077,16.39076923076923,0.0,0.0,0,0
141,13,1150.9,0.4,31,88.53076923076924,72.58769230769231,0.0,0.0,0,1
249,5,649.27,0.0,20,129.85399999999998,121.76000000000002,0.0,0.0,0,0
202,8,1294.81,0.2142857142857142,17,161.85125,64.685,0.0,0.0,0,0
138,2,799.6800000000001,0.4166666666666667,7,399.84,106.54,0.0,0.0,0,1
136,1,72.78999999999999,0.5,48,72.78999999999999,1461.12,0.0,0.0,0,3
112,5,741.47,0.2727272727272727,24,148.294,146.11200000000002,0.0,0.0,0,1
14,23,3498.0,0.3333333333333333,27,152.08695652173913,35.73391304347826,23.0,3498.0,1,5
221,14,2031.06,0.40625,9,145.07571428571427,19.56857142857143,0.0,0.0,0,0
335,3,275.33,0.3333333333333333,18,91.77666666666666,182.64,0.0,0.0,0,0
103,18,2451.37,0.3513513513513513,48,136.1872222222222,81.17333333333335,0.0,0.0,0,1
215,4,521.28,0.2,19,130.32,144.59,0.0,0.0,0,0
281,33,6668.98,0.3287671232876712,19,202.090303030303,17.526060606060607,0.0,0.0,0,0
173,8,1356.01,0.2307692307692307,3,169.50125,11.415,0.0,0.0,0,1
203,2,146.99,1.0,36,73.495,547.9200000000001,0.0,0.0,0,3
132,3,77.77,0.75,45,25.92333333333333,456.6,0.0,0.0,0,3
298,30,3701.22,0.4137931034482758,49,123.374,49.71866666666667,0.0,0.0,0,0
87,12,2369.55,0.4642857142857143,15,197.4625,38.05,0.0,0.0,0,1
365,1,7.74,0.0,30,7.74,913.2,0.0,0.0,0,0
210,29,4230.77,0.2954545454545454,5,145.8886206896552,5.248275862068966,0.0,0.0,0,0
114,11,1907.83,0.3043478260869565,4,173.4390909090909,11.06909090909091,0.0,0.0,0,1
97,3,266.9,0.5,25,88.96666666666665,253.66666666666663,0.0,0.0,0,3
204,8,399.3,0.5294117647058824,21,49.9125,79.905,0.0,0.0,0,3
148,14,1542.43,0.3571428571428571,22,110.17357142857144,47.83428571428572,0.0,0.0,0,1
45,54,10007.81,0.3366336633663366,44,185.3298148148148,24.802962962962965,0.0,0.0,0,6
313,28,4782.52,0.3333333333333333,39,170.80428571428573,42.39857142857143,0.0,0.0,0,0
283,2,172.5,0.3333333333333333,26,86.25,395.72,0.0,0.0,0,0
13,5,770.99,0.25,35,154.198,213.08,2.0,251.14,1,1
136,2,318.27000000000004,0.3333333333333333,26,159.13500000000002,395.72,0.0,0.0,0,1
34,38,8018.23,0.3333333333333333,19,211.0060526315789,15.22,0.0,0.0,0,5
80,8,863.7,0.4,47,107.9625,178.835,0.0,0.0,0,1
115,1,71.95,0.8,44,71.95,1339.36,0.0,0.0,0,3
19,29,10506.07,0.382716049382716,10,362.27827586206894,10.496551724137932,2.0,340.01,1,5
124,6,1108.1,0.3333333333333333,49,184.6833333333333,248.59333333333336,0.0,0.0,0,1
65,8,1134.74,0.5294117647058824,19,141.8425,72.295,0.0,0.0,0,3
67,10,1567.77,0.238095238095238,34,156.777,103.496,0.0,0.0,0,1
320,25,2951.77,0.2333333333333333,32,118.0708,38.9632,0.0,0.0,0,0
285,9,2219.37,0.5,26,246.59666666666664,87.93777777777778,0.0,0.0,0,0
153,2,254.62,0.0,26,127.31,395.72,0.0,0.0,0,1
119,4,93.07,0.2,49,23.2675,372.89,0.0,0.0,0,1
34,24,4336.78,0.2857142857142857,36,180.69916666666663,45.66,0.0,0.0,0,5
53,24,4408.92,0.1923076923076923,7,183.705,8.878333333333334,0.0,0.0,0,1
20,9,3387.92,0.391304347826087,27,376.43555555555554,91.32,6.0,1145.46,1,1
12,13,2505.58,0.2307692307692307,4,192.73692307692303,9.366153846153846,13.0,2505.58,1,1
347,1,528.44,1.0,39,528.44,1187.16,0.0,0.0,0,3
231,1,38.69,0.5,45,38.69,1369.8,0.0,0.0,0,3
104,57,10878.83,0.3366336633663366,49,190.85666666666663,26.16771929824562,0.0,0.0,0,6
270,14,2548.68,0.4,32,182.04857142857145,69.57714285714286,0.0,0.0,0,0
57,26,4877.77,0.3466666666666667,13,187.6065384615385,15.22,0.0,0.0,0,5
16,41,22612.36,0.3636363636363636,11,551.5209756097561,8.166829268292684,5.0,1246.39,1,6
18,2,56.620000000000005,0.5,7,28.31,106.54,2.0,56.620000000000005,1,1
123,19,3281.68,0.4615384615384615,49,172.72,78.50315789473684,0.0,0.0,0,5
173,10,1269.27,0.0555555555555555,4,126.927,12.176,0.0,0.0,0,1
112,5,1462.54,0.1666666666666666,3,292.508,18.264000000000003,0.0,0.0,0,1
50,19,6101.14,0.3478260869565217,8,321.1126315789474,12.816842105263158,0.0,0.0,0,5
100,29,6366.26,0.3333333333333333,33,219.5262068965517,34.63862068965518,0.0,0.0,0,5
118,30,4233.74,0.3170731707317073,24,141.12466666666666,24.352,0.0,0.0,0,5
95,6,750.07,0.5454545454545454,22,125.01166666666668,111.61333333333334,0.0,0.0,0,3
242,22,2672.1,0.2352941176470588,13,121.4590909090909,17.987272727272728,0.0,0.0,0,0
246,8,856.21,0.2142857142857142,36,107.02625,136.98000000000002,0.0,0.0,0,0
271,3,1358.68,0.5333333333333333,15,452.8933333333334,152.20000000000002,0.0,0.0,0,3
146,1,113.99,0.0,4,113.99,121.76,0.0,0.0,0,1
256,19,3809.61,0.4705882352941176,16,200.50578947368425,25.633684210526315,0.0,0.0,0,0
173,13,2901.91,0.2727272727272727,19,223.22384615384613,44.48923076923077,0.0,0.0,0,1
41,7,937.27,0.3888888888888889,45,133.8957142857143,195.68571428571428,0.0,0.0,0,1
292,33,7316.49,0.4482758620689655,17,221.7118181818182,15.681212121212122,0.0,0.0,0,0
344,7,1208.4,0.3076923076923077,3,172.62857142857143,13.045714285714286,0.0,0.0,0,0
34,9,2214.71,0.2941176470588235,11,246.07888888888888,37.20444444444445,0.0,0.0,0,1
26,12,2724.49,0.4166666666666667,41,227.04083333333327,104.00333333333332,1.0,58.99,1,1
108,13,2079.96,0.3055555555555556,31,159.99692307692308,72.58769230769231,0.0,0.0,0,1
361,28,5586.31,0.3389830508474576,31,199.51107142857143,33.70142857142857,0.0,0.0,0,0
37,47,9667.66,0.3645833333333333,49,205.69489361702128,31.73531914893617,0.0,0.0,0,6
121,13,2428.17,0.2222222222222222,37,186.7823076923077,86.63692307692307,0.0,0.0,0,1
173,25,5046.74,0.3333333333333333,29,201.8696,35.3104,0.0,0.0,0,5
280,14,2270.22,0.2105263157894736,4,162.1585714285714,8.697142857142858,0.0,0.0,0,0
146,11,2913.33,0.4137931034482758,19,264.8481818181818,52.57818181818182,0.0,0.0,0,1
132,3,577.99,0.7142857142857143,35,192.66333333333333,355.1333333333334,0.0,0.0,0,3
5,60,11204.34,0.3203883495145631,10,186.739,5.073333333333334,10.0,1231.5,1,6
79,9,1846.72,0.5882352941176471,8,205.19111111111116,27.05777777777778,0.0,0.0,0,3
321,24,21416.8,0.2641509433962264,29,892.3666666666667,36.781666666666666,0.0,0.0,0,6
27,148,30508.02,0.3301587301587301,19,206.13527027027027,3.907837837837838,25.0,5315.36,1,7
269,4,733.76,0.4375,34,183.44,258.74,0.0,0.0,0,0
41,28,3799.57,0.3125,12,135.69892857142858,13.045714285714286,0.0,0.0,0,5
39,18,3886.84,0.2307692307692307,21,215.9355555555556,35.513333333333335,0.0,0.0,0,1
22,10,1441.43,0.3333333333333333,38,144.143,115.672,10.0,1441.43,1,1
35,24,4009.42,0.3617021276595745,13,167.05916666666667,16.488333333333333,0.0,0.0,0,5
262,15,1543.17,0.238095238095238,24,102.878,48.704,0.0,0.0,0,0
19,19,2167.45,0.3,7,114.07631578947368,11.214736842105264,2.0,292.94,1,1
203,1,64.97,0.3333333333333333,29,64.97,882.76,0.0,0.0,0,0
171,5,887.44,0.5384615384615384,31,177.488,188.728,0.0,0.0,0,3
20,13,2035.25,0.2222222222222222,24,156.55769230769232,56.196923076923085,13.0,2035.25,1,1
159,2,73.78,0.5,15,36.89,228.3,0.0,0.0,0,3
286,10,1963.09,0.4166666666666667,14,196.309,42.616,0.0,0.0,0,0
353,5,1457.67,0.25,12,291.534,73.05600000000001,0.0,0.0,0,0
186,28,4255.23,0.4222222222222222,34,151.9725,36.962857142857146,0.0,0.0,0,5
153,18,3540.87,0.4634146341463415,34,196.715,57.49777777777778,0.0,0.0,0,5
40,11,1996.0,0.3478260869565217,44,181.45454545454547,121.76,0.0,0.0,0,1
70,9,1416.29,0.3571428571428571,28,157.36555555555557,94.70222222222225,0.0,0.0,0,1
258,1,426.24,0.4117647058823529,34,426.24,1034.96,0.0,0.0,0,0
99,7,2357.4300000000003,0.4,42,336.77571428571434,182.64,0.0,0.0,0,1
137,18,2472.98,0.375,37,137.3877777777778,62.57111111111111,0.0,0.0,0,1
235,22,2765.14,0.1886792452830188,17,125.68818181818182,23.521818181818183,0.0,0.0,0,0
95,1,54.47,1.0,16,54.47,487.04,0.0,0.0,0,3
350,1,260.37,0.4,11,260.37,334.84000000000003,0.0,0.0,0,0
223,1,8.99,1.0,23,8.99,700.12,0.0,0.0,0,3
238,4,1418.85,0.2857142857142857,13,354.7125,98.93,0.0,0.0,0,0
